Trade at 2018-04-19 23:30:00 with price 8252.03 and signal 1, total assets : 0.12118230302119598, trade_pnl : 0, net_pnl : 0
Trade at 2021-08-24 09:30:00 with price 49237.92 and signal 1, total assets : 0.020309550037857, trade_pnl : 0, net_pnl : -1035.418127194459
Trade at 2021-08-24 14:00:00 with price 49673.44 and signal -1, total assets : 0, trade_pnl : 8.84521523248759, net_pnl : -1026.5729119619714
Trade at 2021-08-24 14:30:00 with price 49541.58 and signal -1, total assets : -0.02018506474763219, trade_pnl : 0, net_pnl : -1026.5729119619714
Trade at 2021-08-24 18:30:00 with price 48819.39 and signal 1, total assets : 0, trade_pnl : 14.577451910092464, net_pnl : -1011.9954600518789
Trade at 2021-08-24 19:00:00 with price 48597.19 and signal -1, total assets : -0.020577321445951917, trade_pnl : 0, net_pnl : -1011.9954600518789
Trade at 2021-08-25 00:30:00 with price 47954.13 and signal 1, total assets : 0, trade_pnl : 13.23245232903389, net_pnl : -998.763007722845
Trade at 2021-08-25 01:00:00 with price 48243.2 and signal -1, total assets : -0.02072830989652428, trade_pnl : 0, net_pnl : -998.763007722845
Trade at 2021-08-25 01:30:00 with price 48337.4 and signal 1, total assets : 0, trade_pnl : -1.952606792252709, net_pnl : -1000.7156145150977
Trade at 2021-08-25 02:00:00 with price 48335.58 and signal 1, total assets : 0.020688693504867427, trade_pnl : 0, net_pnl : -1000.7156145150977
Trade at 2021-08-25 03:30:00 with price 48262.16 and signal -1, total assets : 0, trade_pnl : -1.5189638771273621, net_pnl : -1002.2345783922251
Trade at 2021-08-25 04:00:00 with price 48327.03 and signal -1, total assets : -0.020692353740753365, trade_pnl : 0, net_pnl : -1002.2345783922251
Trade at 2021-08-25 07:30:00 with price 48100.01 and signal 1, total assets : 0, trade_pnl : 4.697578146225737, net_pnl : -997.5370002459994
Trade at 2021-08-25 08:00:00 with price 48201.23 and signal 1, total assets : 0.020746358547281882, trade_pnl : 0, net_pnl : -997.5370002459994
Trade at 2021-08-25 09:30:00 with price 47978.77 and signal -1, total assets : 0, trade_pnl : -4.615234922428499, net_pnl : -1002.1522351684279
Trade at 2021-08-25 10:00:00 with price 48003.51 and signal -1, total assets : -0.020831810007226555, trade_pnl : 0, net_pnl : -1002.1522351684279
Trade at 2021-08-25 11:30:00 with price 48397.39 and signal 1, total assets : 0, trade_pnl : -8.205233325646418, net_pnl : -1010.3574684940743
Trade at 2021-08-25 12:00:00 with price 48307.98 and signal 1, total assets : 0.020700513662546022, trade_pnl : 0, net_pnl : -1010.3574684940743
Trade at 2021-08-25 13:30:00 with price 47879.99 and signal -1, total assets : 0, trade_pnl : -8.859612842433194, net_pnl : -1019.2170813365075
Trade at 2021-08-25 14:00:00 with price 47277.48 and signal -1, total assets : -0.02115171959249943, trade_pnl : 0, net_pnl : -1019.2170813365075
Trade at 2021-08-25 16:30:00 with price 47456.83 and signal 1, total assets : 0, trade_pnl : -3.7935609089148556, net_pnl : -1023.0106422454223
Trade at 2021-08-25 17:00:00 with price 47570.01 and signal 1, total assets : 0.0210216478827732, trade_pnl : 0, net_pnl : -1023.0106422454223
Trade at 2021-08-25 23:30:00 with price 48884.68 and signal -1, total assets : 0, trade_pnl : 27.636529822045304, net_pnl : -995.374112423377
Trade at 2021-08-26 00:00:00 with price 48924.64 and signal 1, total assets : 0.020439598533581443, trade_pnl : 0, net_pnl : -995.374112423377
Trade at 2021-08-26 01:30:00 with price 48849.99 and signal -1, total assets : 0, trade_pnl : -1.525816030531928, net_pnl : -996.899928453909
Trade at 2021-08-26 02:00:00 with price 48676.76 and signal -1, total assets : -0.020543684501597888, trade_pnl : 0, net_pnl : -996.899928453909
Trade at 2021-08-26 03:30:00 with price 48844.38 and signal 1, total assets : 0, trade_pnl : -3.4435323961578206, net_pnl : -1000.3434608500668
Trade at 2021-08-26 04:00:00 with price 48905.28 and signal 1, total assets : 0.020447689901785655, trade_pnl : 0, net_pnl : -1000.3434608500668
Trade at 2021-08-26 05:30:00 with price 49068.87 and signal -1, total assets : 0, trade_pnl : 3.345037591033133, net_pnl : -996.9984232590336
Trade at 2021-08-26 06:00:00 with price 49287.63 and signal 1, total assets : 0.020289066445272376, trade_pnl : 0, net_pnl : -996.9984232590336
Trade at 2021-08-26 07:30:00 with price 48808.6 and signal -1, total assets : 0, trade_pnl : -9.719071499278698, net_pnl : -1006.7174947583123
Trade at 2021-08-26 08:00:00 with price 48695.54 and signal -1, total assets : -0.02053576159130795, trade_pnl : 0, net_pnl : -1006.7174947583123
Trade at 2021-08-26 14:30:00 with price 46967.17 and signal 1, total assets : 0, trade_pnl : 35.49339426156905, net_pnl : -971.2241004967433
Trade at 2021-08-26 15:00:00 with price 46789.99 and signal 1, total assets : 0.021372092620665233, trade_pnl : 0, net_pnl : -971.2241004967433
Trade at 2021-08-26 15:30:00 with price 46928.25 and signal -1, total assets : 0, trade_pnl : 2.9549055257332384, net_pnl : -968.26919497101
Trade at 2021-08-26 16:00:00 with price 46979.93 and signal 1, total assets : 0.021285685185141824, trade_pnl : 0, net_pnl : -968.26919497101
Trade at 2021-08-26 18:30:00 with price 47107.89 and signal -1, total assets : 0, trade_pnl : 2.723716276290702, net_pnl : -965.5454786947193
Trade at 2021-08-26 19:00:00 with price 47195.75 and signal -1, total assets : -0.021188348527144924, trade_pnl : 0, net_pnl : -965.5454786947193
Trade at 2021-08-26 19:30:00 with price 47109.99 and signal 1, total assets : 0, trade_pnl : 1.817112769687924, net_pnl : -963.7283659250314
Trade at 2021-08-26 20:00:00 with price 46838.94 and signal -1, total assets : -0.021349757274609544, trade_pnl : 0, net_pnl : -963.7283659250314
Trade at 2021-08-26 22:30:00 with price 46969.68 and signal 1, total assets : 0, trade_pnl : -2.7912672660824, net_pnl : -966.5196331911138
Trade at 2021-08-26 23:00:00 with price 46950.26 and signal -1, total assets : -0.021299136575601497, trade_pnl : 0, net_pnl : -966.5196331911138
Trade at 2021-08-26 23:30:00 with price 46764.58 and signal 1, total assets : 0, trade_pnl : 3.9548236793576734, net_pnl : -962.5648095117562
Trade at 2021-08-27 00:00:00 with price 47001.46 and signal 1, total assets : 0.021275934832662647, trade_pnl : 0, net_pnl : -962.5648095117562
Trade at 2021-08-27 01:00:00 with price 46939.75 and signal -1, total assets : 0, trade_pnl : -1.3129379385235325, net_pnl : -963.8777474502797
Trade at 2021-08-27 01:30:00 with price 46915.91 and signal -1, total assets : -0.021314730972925813, trade_pnl : 0, net_pnl : -963.8777474502797
Trade at 2021-08-27 02:00:00 with price 47017.57 and signal 1, total assets : 0, trade_pnl : -2.16685555070751, net_pnl : -966.0446030009872
Trade at 2021-08-27 02:30:00 with price 47225.01 and signal 1, total assets : 0.0211752205028649, trade_pnl : 0, net_pnl : -966.0446030009872
Trade at 2021-08-27 05:00:00 with price 46843.87 and signal -1, total assets : 0, trade_pnl : -8.070723542461906, net_pnl : -974.1153265434491
Trade at 2021-08-27 05:30:00 with price 46684.34 and signal -1, total assets : -0.02142045919466785, trade_pnl : 0, net_pnl : -974.1153265434491
Trade at 2021-08-27 06:30:00 with price 47522.96 and signal 1, total assets : 0, trade_pnl : -17.963625489832452, net_pnl : -992.0789520332816
Trade at 2021-08-27 07:00:00 with price 47236.64 and signal 1, total assets : 0.02117000701150632, trade_pnl : 0, net_pnl : -992.0789520332816
Trade at 2021-08-27 08:30:00 with price 46768.07 and signal -1, total assets : 0, trade_pnl : -9.919630185381607, net_pnl : -1001.9985822186632
Trade at 2021-08-27 09:00:00 with price 46822.23 and signal -1, total assets : -0.02135737661362989, trade_pnl : 0, net_pnl : -1001.9985822186632
Trade at 2021-08-27 11:00:00 with price 47114.4 and signal 1, total assets : 0, trade_pnl : -6.239984725204181, net_pnl : -1008.2385669438673
Trade at 2021-08-27 11:30:00 with price 47137.38 and signal 1, total assets : 0.02121458596129017, trade_pnl : 0, net_pnl : -1008.2385669438673
Trade at 2021-08-27 15:00:00 with price 47205.64 and signal -1, total assets : 0, trade_pnl : 1.448107637717726, net_pnl : -1006.7904593061496
Trade at 2021-08-27 15:30:00 with price 47273.64 and signal -1, total assets : -0.021153437729779217, trade_pnl : 0, net_pnl : -1006.7904593061496
Trade at 2021-08-27 16:30:00 with price 47526.42 and signal 1, total assets : 0, trade_pnl : -5.3471659893335755, net_pnl : -1012.1376252954832
Trade at 2021-08-27 17:00:00 with price 47453.83 and signal 1, total assets : 0.021073114646383652, trade_pnl : 0, net_pnl : -1012.1376252954832
Trade at 2021-08-27 18:30:00 with price 47129.76 and signal -1, total assets : 0, trade_pnl : -6.829164263453549, net_pnl : -1018.9667895589367
Trade at 2021-08-27 19:00:00 with price 47274.56 and signal -1, total assets : -0.021153026067297083, trade_pnl : 0, net_pnl : -1018.9667895589367
Trade at 2021-08-27 20:00:00 with price 48125.05 and signal 1, total assets : 0, trade_pnl : -17.990437139975597, net_pnl : -1036.9572266989123
Trade at 2021-08-27 20:30:00 with price 48290.48 and signal 1, total assets : 0.020708015327244624, trade_pnl : 0, net_pnl : -1036.9572266989123
Trade at 2021-08-27 23:00:00 with price 48168.58 and signal -1, total assets : 0, trade_pnl : -2.524307068391181, net_pnl : -1039.4815337673035
Trade at 2021-08-27 23:30:00 with price 48269.32 and signal -1, total assets : -0.020717093176369588, trade_pnl : 0, net_pnl : -1039.4815337673035
Trade at 2021-08-28 00:00:00 with price 48325.48 and signal 1, total assets : 0, trade_pnl : -1.1634719527850166, net_pnl : -1040.6450057200886
Trade at 2021-08-28 00:30:00 with price 48343.57 and signal 1, total assets : 0.020685274174000803, trade_pnl : 0, net_pnl : -1040.6450057200886
Trade at 2021-08-28 05:00:00 with price 49069.9 and signal -1, total assets : 0, trade_pnl : 15.024335190802049, net_pnl : -1025.6206705292866
Trade at 2021-08-28 05:30:00 with price 49026.62 and signal 1, total assets : 0.02039708223817999, trade_pnl : 0, net_pnl : -1025.6206705292866
Trade at 2021-08-28 08:30:00 with price 48961.24 and signal -1, total assets : 0, trade_pnl : -1.3335612367324075, net_pnl : -1026.954231766019
Trade at 2021-08-28 09:00:00 with price 48852.99 and signal -1, total assets : -0.0204695761712845, trade_pnl : 0, net_pnl : -1026.954231766019
Trade at 2021-08-28 10:30:00 with price 48991.31 and signal 1, total assets : 0, trade_pnl : -2.8313517760119566, net_pnl : -1029.785583542031
Trade at 2021-08-28 11:00:00 with price 48867.46 and signal 1, total assets : 0.020463514985227388, trade_pnl : 0, net_pnl : -1029.785583542031
Trade at 2021-08-28 13:00:00 with price 48950.0 and signal -1, total assets : 0, trade_pnl : 1.6890585268806717, net_pnl : -1028.0965250151503
Trade at 2021-08-28 13:30:00 with price 49019.91 and signal 1, total assets : 0.02039987425517509, trade_pnl : 0, net_pnl : -1028.0965250151503
Trade at 2021-08-28 14:00:00 with price 48914.96 and signal -1, total assets : 0, trade_pnl : -2.140966803080687, net_pnl : -1030.2374918182309
Trade at 2021-08-28 14:30:00 with price 48956.22 and signal -1, total assets : -0.02042641364059562, trade_pnl : 0, net_pnl : -1030.2374918182309
Trade at 2021-08-28 15:00:00 with price 48918.64 and signal 1, total assets : 0, trade_pnl : 0.7676246246135179, net_pnl : -1029.4698671936173
Trade at 2021-08-28 15:30:00 with price 48945.15 and signal -1, total assets : -0.020431033514045824, trade_pnl : 0, net_pnl : -1029.4698671936173
Trade at 2021-08-28 18:30:00 with price 48723.06 and signal 1, total assets : 0, trade_pnl : 4.537528233134481, net_pnl : -1024.9323389604829
Trade at 2021-08-28 19:00:00 with price 48732.71 and signal -1, total assets : -0.020520098307686974, trade_pnl : 0, net_pnl : -1024.9323389604829
Trade at 2021-08-28 19:30:00 with price 48582.59 and signal 1, total assets : 0, trade_pnl : 3.0804771579499857, net_pnl : -1021.8518618025329
Trade at 2021-08-28 20:00:00 with price 48646.95 and signal -1, total assets : -0.020556273312098704, trade_pnl : 0, net_pnl : -1021.8518618025329
Trade at 2021-08-28 21:30:00 with price 49035.03 and signal 1, total assets : 0, trade_pnl : -7.977478546959333, net_pnl : -1029.8293403494922
Trade at 2021-08-28 22:00:00 with price 48956.39 and signal 1, total assets : 0.020426342710318304, trade_pnl : 0, net_pnl : -1029.8293403494922
Trade at 2021-08-29 00:00:00 with price 48788.99 and signal -1, total assets : 0, trade_pnl : -3.419369769707373, net_pnl : -1033.2487101191996
Trade at 2021-08-29 00:30:00 with price 48588.09 and signal -1, total assets : -0.020581175345645405, trade_pnl : 0, net_pnl : -1033.2487101191996
Trade at 2021-08-29 03:00:00 with price 48929.59 and signal 1, total assets : 0, trade_pnl : -7.028471380537894, net_pnl : -1040.2771814997375
Trade at 2021-08-29 03:30:00 with price 48864.57 and signal 1, total assets : 0.02046472526004015, trade_pnl : 0, net_pnl : -1040.2771814997375
Trade at 2021-08-29 04:30:00 with price 48721.22 and signal -1, total assets : 0, trade_pnl : -2.933618366026735, net_pnl : -1043.2107998657643
Trade at 2021-08-29 05:00:00 with price 48895.35 and signal -1, total assets : -0.020451842557625624, trade_pnl : 0, net_pnl : -1043.2107998657643
Trade at 2021-08-29 06:00:00 with price 49560.71 and signal 1, total assets : 0, trade_pnl : -13.607837964141822, net_pnl : -1056.818637829906
Trade at 2021-08-29 06:30:00 with price 49510.09 and signal 1, total assets : 0.020197903094096577, trade_pnl : 0, net_pnl : -1056.818637829906
Trade at 2021-08-29 08:30:00 with price 48234.01 and signal -1, total assets : 0, trade_pnl : -25.774140180314703, net_pnl : -1082.5927780102206
Trade at 2021-08-29 09:00:00 with price 48227.31 and signal -1, total assets : -0.02073513948839361, trade_pnl : 0, net_pnl : -1082.5927780102206
Trade at 2021-08-29 11:00:00 with price 48309.45 and signal 1, total assets : 0, trade_pnl : -1.7031843575766743, net_pnl : -1084.2959623677973
Trade at 2021-08-29 11:30:00 with price 48407.65 and signal 1, total assets : 0.02065789188279125, trade_pnl : 0, net_pnl : -1084.2959623677973
Trade at 2021-08-29 15:00:00 with price 48568.16 and signal -1, total assets : 0, trade_pnl : 3.3157982261068355, net_pnl : -1080.9801641416905
Trade at 2021-08-29 15:30:00 with price 48472.5 and signal 1, total assets : 0.02063025426788385, trade_pnl : 0, net_pnl : -1080.9801641416905
Trade at 2021-08-29 16:00:00 with price 48526.67 and signal -1, total assets : 0, trade_pnl : 1.117540873691155, net_pnl : -1079.8626232679994
Trade at 2021-08-29 16:30:00 with price 48468.55 and signal -1, total assets : -0.0206319355540861, trade_pnl : 0, net_pnl : -1079.8626232679994
Trade at 2021-08-29 19:00:00 with price 48313.15 and signal 1, total assets : 0, trade_pnl : 3.20620278510512, net_pnl : -1076.6564204828942
Trade at 2021-08-29 19:30:00 with price 48319.61 and signal 1, total assets : 0.020695531276018163, trade_pnl : 0, net_pnl : -1076.6564204828942
Trade at 2021-08-29 20:00:00 with price 48228.27 and signal -1, total assets : 0, trade_pnl : -1.8903298267515538, net_pnl : -1078.5467503096456
Trade at 2021-08-29 20:30:00 with price 48342.81 and signal -1, total assets : -0.020685599368344538, trade_pnl : 0, net_pnl : -1078.5467503096456
Trade at 2021-08-29 21:30:00 with price 48425.63 and signal 1, total assets : 0, trade_pnl : -1.7131813396862299, net_pnl : -1080.259931649332
Trade at 2021-08-29 22:00:00 with price 48660.0 and signal 1, total assets : 0.02055076037813399, trade_pnl : 0, net_pnl : -1080.259931649332
Trade at 2021-08-30 01:30:00 with price 48950.61 and signal -1, total assets : 0, trade_pnl : 5.972256473489551, net_pnl : -1074.2876751758424
Trade at 2021-08-30 02:00:00 with price 48884.64 and signal 1, total assets : 0.020456323295006365, trade_pnl : 0, net_pnl : -1074.2876751758424
Trade at 2021-08-30 05:30:00 with price 48630.7 and signal -1, total assets : 0, trade_pnl : -5.194678737533991, net_pnl : -1079.4823539133763
Trade at 2021-08-30 06:00:00 with price 48400.01 and signal -1, total assets : -0.020661152755960175, trade_pnl : 0, net_pnl : -1079.4823539133763
Trade at 2021-08-30 08:30:00 with price 48054.32 and signal 1, total assets : 0, trade_pnl : 7.142353896207851, net_pnl : -1072.3400000171684
Trade at 2021-08-30 09:00:00 with price 47964.04 and signal -1, total assets : -0.02084895267371139, trade_pnl : 0, net_pnl : -1072.3400000171684
Trade at 2021-08-30 11:30:00 with price 47829.06 and signal 1, total assets : 0, trade_pnl : 2.8141916318976428, net_pnl : -1069.525808385271
Trade at 2021-08-30 12:00:00 with price 47938.73 and signal -1, total assets : -0.020859960203367924, trade_pnl : 0, net_pnl : -1069.525808385271
Trade at 2021-08-30 12:30:00 with price 47985.13 and signal 1, total assets : 0, trade_pnl : -0.9679021534361709, net_pnl : -1070.493710538707
Trade at 2021-08-30 13:00:00 with price 47930.4 and signal 1, total assets : 0.020863585532355247, trade_pnl : 0, net_pnl : -1070.493710538707
